YEAR,season,SITE,PLNT_DNS,FRND_DNS,DRY_WT,Dry_CAN_WT,Dry_WC_wt,Dry_SUB_wt,N_blade,C_blade,C_WT,N_WT,elapsed,g_bar_dry,g_barC,g_barN,dry_prod_per_day,C_prod_per_day,N_prod_per_day,f,p,d,c,b,l,dry_wt_lost_as_fronds,dry_wt_lost_as_plants,dry_wt_lost_as_dissolved,dry_wt_lost_as_cut_fronds,dry_wt_lost_as_blades,C_lost_as_fronds,C_lost_as_plants,C_lost_as_dissolved,C_lost_as_cut_fronds,C_lost_as_blades,N_lost_as_fronds,N_lost_as_plants,N_lost_as_dissolved,N_lost_as_cut_fronds,N_lost_as_blades,Mean_TEMP,mean_ambient_N,sfc_par,Subsfc_par,Bottom_par,dry_wt_stD,dry_can_wt_stD,dry_wc_wt_stD,dry_sub_wt_stD,c_blade_stD,n_blade_stD,C_wt_stD,N_wt_stD,plnt_dns_stD,frnd_dns_stD,g_bar_dry_stD,dry_prod_per_day_stD,g_barC_stD,C_prod_per_day_stD,g_barN_stD,N_prod_per_day_stD,f_stD,p_stD,d_stD,c_stD,b_stD,l_stD,dry_wt_lost_as_fronds_stD,dry_wt_lost_as_plants_stD,dry_wt_lost_as_dissolved_stD,dry_wt_lost_as_cut_fronds_stD,dry_wt_lost_as_blades_stD,C_lost_as_fronds_stD,C_lost_as_plants_stD,C_lost_as_dissolved_stD,C_lost_as_cut_fronds_stD,C_lost_as_blades_stD,N_lost_as_fronds_stD,N_lost_as_plants_stD,N_lost_as_dissolved_stD,N_lost_as_cut_fronds_stD,N_lost_as_blades_stD
2018,3-Summer,ABUR,0.054905914,1.4554659498,0.1205166871,0.0465488177,0.0342954385,0.039672431,1.8194521461,32.121797287,0.0364866234,0.0017057748,93,0.0187894709,0.018285122,0.0197713816,0.0023111353,0.0006580656,0.0000345963,0.0169954395,0.0022235903,0.002998005,0.0001710057,0.0104925,0.0328805405,0.0016822571,0.0001854283,0.0004483038,0.0000330265,0.0016048599,0.0005062332,0.0000557783,0.0001379866,0.0000100665,0.0004952929,0.0000252793,2.8213071E-6,6.5711526E-6,4.3099826E-7,0.0000235449,17.654021115,0.6186065777,766.55800254,223.9160366,55.342357156,0.012392092,0.0062215239,0.0037403453,0.0035812352,1.1726442054,0.1581280678,0.0040062694,0.0002468308,0.0020735195,0.1037857509,0.0036826592,0.0005060766,0.0037158961,0.0001580877,0.0042324429,9.9094035E-6,0.0032263724,0.0014135571,0.0001497795,0.000023356,0.0004504035,0.0035342074,0.0003647129,0.0001387072,0.000051304,6.4800256E-6,0.0001729892,0.0001088133,0.0000416484,0.0000147232,2.0464928E-6,0.0000562495,6.0761133E-6,2.1797639E-6,9.1711679E-7,9.7441971E-8,3.1988828E-6
2018,4-Autumn,ABUR,0.0369907407,0.4279398148,0.0214641314,0.0021065801,0.0051846167,0.0141729347,1.4286388445,32.378830742,0.0065287403,0.0002408808,90,0.0530211566,0.0531183407,0.0506170501,0.0015551264,0.0004692366,0.0000163457,0.0605373546,0.0084923961,0.0019792471,0,0.0076104719,0.0786194697,0.001594986,0.0002476096,0.0000589191,0,0.0002208581,0.0004839244,0.0000751622,0.0000179705,0,0.0000673144,0.0000186583,2.9349819E-6,7.1833298E-7,0,2.6688274E-6,17.501802097,0.6152330287,589.08124166,172.47179687,37.106786958,0.0024153903,0.0003173228,0.0006424222,0.0015735243,1.2696393402,0.1240495213,0.0007884647,0.0000350587,0.0013889903,0.0343412907,0.0103685504,0.0003159842,0.010393574,0.0000980316,0.0104392567,3.9322867E-6,0.0096402334,0.00337291,0.0001097662,0,0.0003372455,0.0101698803,0.000288087,0.0001028983,6.8735297E-6,0,0.0000237823,0.0000896336,0.0000315808,1.9685425E-6,0,7.7557305E-6,3.7526965E-6,1.2559128E-6,1.0681804E-7,0,3.7292517E-7
2019,1-Winter,ABUR,0.0047050562,0.0180243446,0.000837069,7.9967806E-6,0.0000510129,0.0007780593,2.210505618,34.134775281,0.0002781013,0.0000113936,89,0.0460396258,0.0457491782,0.0471460362,0.000038778,0.0000134933,5.5214654E-7,0.0322624598,0.0236048561,0.0017179913,0,0.0044438632,0.0620291704,0.0000675602,0.0000191343,2.4804441E-6,0,8.5411074E-6,0.0000218136,6.3533821E-6,7.9794952E-7,0,2.7381344E-6,8.394686E-7,2.5408581E-7,3.1274144E-8,0,1.0621327E-7,14.365932098,1.643970665,575.34808652,159.56302445,38.28163886,0.0001210612,2.9923618E-6,0.0000136242,0.0001115107,1.2178864563,0.1918764289,0.0000435333,2.1597014E-6,0.0002424573,0.0015617447,0.0082616734,0.0000145838,0.0083919736,4.8428177E-6,0.0088239512,2.100617E-7,0.0060431649,0.00733548,0.0000893372,0,0.0002178608,0.0094574197,0.0000154293,6.4706263E-6,3.9244293E-7,0,1.3333278E-6,5.0431248E-6,2.1869692E-6,1.1973112E-7,0,4.4496685E-7,2.111429E-7,9.2800048E-8,5.8710285E-9,0,1.9952604E-8
2019,2-Spring,ABUR,0.0987455197,0.277016129,0.0073412852,0.0001503235,0.0004172992,0.0067736625,2.1320430108,33.08655914,0.0022475035,0.0001124002,93,0.0638270041,0.0636657537,0.0605858165,0.0002260355,0.0000695962,3.1846315E-6,0.0063711205,0.0043939232,0.0021310035,0,0.00637572,0.0192717672,0.0000255955,0.0000176256,8.3843284E-6,0,0.0000226843,7.8904101E-6,5.4175875E-6,2.5658671E-6,0,6.9330006E-6,3.6409014E-7,2.4857574E-7,1.3254237E-7,0,3.693229E-7,13.484933512,3.7519872977,786.98930374,215.0627448,43.273223313,0.000676583,0.0000350893,0.0000574438,0.0006435401,1.2088475235,0.1934377409,0.0002310583,0.0000174087,0.0053300256,0.0209984336,0.0041237276,0.0000268109,0.0041946424,9.0110128E-6,0.0045074999,5.2919737E-7,0.0024970717,0.0016843392,0.0001299326,0,0.0002811028,0.0030543776,8.2202084E-6,0.0000128101,9.4527774E-7,0,2.4154746E-6,2.567531E-6,3.9729394E-6,2.5805752E-7,0,7.8993373E-7,1.2159017E-7,1.8346062E-7,2.0961303E-8,0,5.5991277E-8
2019,3-Summer,ABUR,0.1357526882,0.6044578853,0.0206107689,0.000260743,0.0008177369,0.019532289,1.1787096774,31.789677419,0.0060791929,0.0001986816,93,0.0269498129,0.0266209132,0.0277462558,0.0005047121,0.0001504995,5.2672047E-6,0.0122123339,0.0023326053,0.0019854165,0,0.0044199412,0.0209502969,0.0002398521,0.0000389886,0.0000363236,0,0.0000806653,0.0000710253,0.0000116261,0.0000110219,0,0.00002453,2.3007461E-6,4.1528854E-7,3.5653685E-7,0,7.9667382E-7,16.124425876,0.6999507335,767.11832851,206.91994178,31.52040812,0.001934206,0.0000627382,0.0001182937,0.0018283831,1.1844774749,0.1009146605,0.0005821132,0.0000254452,0.0062969326,0.0420404002,0.0035738995,0.0000825629,0.0036019311,0.0000251126,0.0043939084,1.0331232E-6,0.0026339374,0.0015093731,0.0001050156,0,0.0002119048,0.0030449742,0.000056458,0.0000270498,3.6410865E-6,0,7.736102E-6,0.0000168891,8.005624E-6,1.0122262E-6,0,2.4815807E-6,5.4282027E-7,2.6828152E-7,4.4711322E-8,0,9.70218E-8
2019,4-Autumn,ABUR,0.0761574074,0.4333796296,0.0181206057,0.0006279468,0.001394334,0.0160983249,1.7746666667,37.031222222,0.0064273818,0.0002694618,90,0.0267938954,0.029192416,0.0301102402,0.0005134528,0.0001902862,7.824133E-6,0.0217527022,0.0043433378,0.0015971492,0,0.0048116572,0.0325048464,0.0004126469,0.0000737412,0.0000315353,0,0.0000915288,0.000138236,0.0000254623,0.0000105102,0,0.0000308609,5.3134427E-6,9.8898613E-7,4.0426818E-7,0,1.1981621E-6,16.757610446,0.6005444386,587.93336053,156.61305119,23.330099561,0.0016017061,0.0001207847,0.0001755924,0.001406469,1.3635683962,0.1770860701,0.0006603465,0.0000401903,0.0030981558,0.0261227224,0.0039403779,0.0000888228,0.0040185014,0.0000322158,0.0041344414,1.5291572E-6,0.0030597524,0.0018085474,0.0000804795,0,0.0002011436,0.00352111,0.0000666996,0.0000341634,2.8598629E-6,0,8.1821122E-6,0.000022875,0.0000115553,8.8903818E-7,0,3.0252659E-6,9.6557713E-7,4.4639202E-7,5.1092391E-8,0,1.5318239E-7
2020,1-Winter,ABUR,0.0117361111,0.0747916667,0.0038549606,0.0003877144,0.000836055,0.0026311912,1.062,34.422166667,0.0012138386,0.0000347384,90,0.0583858313,0.0556620916,0.0492069388,0.0004423315,0.0001361289,3.5118886E-6,0.058343649,0.0271609098,0.0017085645,0,0.0060114301,0.0932245535,0.0003709321,0.0001907293,9.4803007E-6,0,0.0000401496,0.0001227808,0.0000621444,3.2181552E-6,0,0.0000137347,4.052152E-6,1.9656265E-6,1.1315979E-7,0,4.9307102E-7,14.948025078,0.9348078729,593.51217793,133.67894165,11.532265959,0.000465757,0.0000954281,0.00011351,0.0003363112,1.2249291132,0.0883026936,0.0001580495,6.145535E-6,0.0005263867,0.006003441,0.0112410898,0.0000965311,0.011562687,0.0000316888,0.0117716022,1.1044149E-6,0.0125914872,0.0075122958,0.0000941906,0,0.0002727734,0.0148123854,0.0000761346,0.000052659,1.2066792E-6,0,4.5025389E-6,0.0000253147,0.0000171504,3.7855535E-7,0,1.6198258E-6,9.2128728E-7,5.8264116E-7,1.7878248E-8,0,7.6225278E-8
2020,3-Summer,ABUR,0.011906362,0.0302643369,0.0007060345,1.3665773E-6,0.000015449,0.0006892189,1.1116129032,30.802526882,0.0002079962,6.8243353E-6,186,0.0376057296,0.0364733097,0.0387061885,0.0000235212,6.9920297E-6,2.2524639E-7,0.0171979103,0.0081093698,0.0017549542,0,0.0039009952,0.0309632295,9.2180354E-6,6.4493602E-6,1.131332E-6,0,2.4701477E-6,2.8424845E-6,1.9386839E-6,3.4498035E-7,0,7.5364727E-7,8.318679E-8,6.2899042E-8,1.0772395E-8,0,2.3377871E-8,14.951202099,1.2361253684,767.72071775,171.93829346,14.175165714,0.000077372,5.2585134E-7,4.0067722E-6,0.0000763163,1.4142609846,0.1106207069,0.0000243627,9.8773587E-7,0.0005687465,0.0022620403,0.0068207888,4.3559871E-6,0.0068455091,1.3541521E-6,0.0069063598,4.8306464E-8,0.0058884834,0.0029566039,0.000099837,0,0.0002539937,0.0066228427,2.4904567E-6,2.9218281E-6,1.3275846E-7,0,2.9390157E-7,7.98291E-7,8.8255035E-7,3.9636135E-8,0,9.5258759E-8,2.2686312E-8,3.0756755E-8,1.7281802E-9,0,3.7356764E-9
2020,4-Autumn,ABUR,0.0053703704,0.0353935185,0.0020942135,0.000645767,0.0004447101,0.0010037364,1.5942222222,29.641777778,0.000584809,0.0000306115,90,0.0507917844,0.0502042507,0.0563226849,0.000097633,0.0000271341,1.4675755E-6,0.0231710254,0.0078937508,0.0021135735,0,0.0060386209,0.0392169706,0.0000405951,0.0000160782,3.4766327E-6,0,0.0000110547,0.0000113455,4.5029026E-6,9.6848054E-7,0,3.0730754E-6,5.446052E-7,2.2093188E-7,4.572157E-8,0,1.5028E-7,15.814972094,1.056063915,589.4590848,159.92314948,24.383284246,0.0003510154,0.0002237378,0.0000746341,0.0001406525,1.0669423706,0.1354151736,0.0001018904,6.7575481E-6,0.0002507759,0.0030388834,0.0072983587,0.0000234092,0.0072822111,6.6308197E-6,0.0076515509,4.014432E-7,0.0055953575,0.0041213769,0.0001099371,0,0.0002729815,0.0070570444,0.000013399,9.0437859E-6,5.4567546E-7,0,1.7252091E-6,3.752802E-6,2.5094682E-6,1.4642627E-7,0,4.9161321E-7,2.0485401E-7,1.3502008E-7,9.0223009E-9,0,2.9764668E-8
2021,1-Winter,ABUR,0.0020833333,0.0849485019,0.007862735,0.0040403734,0.0020190224,0.0018033392,2.3461797753,28.846741573,0.0021270534,0.000146573,89,0.044402022,0.0439081484,0.047955516,0.0002480822,0.0000665256,4.6806743E-6,0.014433879,0.004393327,0.0029882247,0,0.0112346693,0.0330501,0.0000757216,0.0000151763,0.0000206904,0,0.0000768825,0.0000207245,4.2029079E-6,5.6349592E-6,0,0.0000209875,1.3113378E-6,2.3310072E-7,3.8511939E-7,0,1.429809E-6,13.210571919,3.2482209021,575.03810877,150.27486202,23.624067447,0.0013736025,0.000987804,0.0002880455,0.000284335,1.0491563562,0.2003683858,0.000378376,0.0000282436,0.0001266652,0.0086977054,0.0068672708,0.0000557286,0.006971007,0.0000152245,0.0070610518,1.0489888E-6,0.0049957802,0.0030167659,0.0001768031,0,0.0005018834,0.0058599741,0.0000286228,0.0000110524,4.1509337E-6,0,0.0000136747,7.8351731E-6,3.0555594E-6,1.0991341E-6,0,3.8138852E-6,5.1588747E-7,1.7246245E-7,8.3127433E-8,0,2.8454132E-7
2021,2-Spring,ABUR,0.0162634409,0.1889112903,0.0152438578,0.006761278,0.0044459977,0.0040365821,2.7265591398,32.209462366,0.0047104022,0.0003292715,93,0.0279938925,0.0300684743,0.0272215837,0.0003728165,0.0001193705,8.244116E-6,0.0054937433,0,0.0032089583,0,0.0111664747,0.0198691763,0.0000734261,0,0.0000432578,0,0.0001516953,0.0000220866,0,0.0000130167,0,0.0000457244,1.705723E-6,0,9.9480152E-7,0,3.4901782E-6,13.704250662,3.5241929324,788.33104333,203.41144745,33.748285909,0.0023764992,0.0016168548,0.0006303926,0.0005300873,1.1704927725,0.2471958684,0.0007542852,0.0000670195,0.0006692502,0.015953935,0.003760226,0.0000765384,0.0038480211,0.0000245177,0.0045709223,2.4183409E-6,0.0018925083,0,0.0001919695,0,0.0004960664,0.0019978533,0.00002729,0,7.8870154E-6,0,0.0000245349,8.2265995E-6,0,2.3223786E-6,0,7.646555E-6,6.8619845E-7,0,2.2799203E-7,0,7.2491994E-7
2021,3-Summer,ABUR,0.0251792115,0.1997535842,0.0157892034,0.0067921626,0.0047153839,0.0042816568,1.8664516129,32.22827957,0.0049574216,0.0002516655,93,0.0226957348,0.0221002091,0.0269256387,0.0004424344,0.0001373724,8.073322E-6,0.0202703887,0.0012252793,0.0029512307,0,0.0106389634,0.0350858621,0.0002909276,0.0000112045,0.0000493883,0,0.000182806,0.0000911086,3.3692037E-6,0.0000157201,0,0.000058304,5.1246533E-6,2.3016092E-7,8.0626589E-7,0,2.9447036E-6,15.657273659,0.7544572914,765.5625475,210.2701568,39.577321222,0.0026808068,0.001771399,0.0007496766,0.0005288321,1.1310903651,0.1628338464,0.0008551895,0.0000568421,0.0008106331,0.0163001837,0.0049676778,0.0001386248,0.0050352683,0.0000443862,0.005485435,2.8379205E-6,0.004926168,0.0013747451,0.0001717493,0,0.0004509945,0.0051060099,0.000090216,0.0000131071,8.7095578E-6,0,0.0000290205,0.0000288074,3.9066078E-6,2.6813117E-6,0,9.4918351E-6,1.6792651E-6,2.7048219E-7,1.7260017E-7,0,5.6777517E-7
2021,4-Autumn,ABUR,0.009537037,0.0459259259,0.0024037168,0.0003521852,0.0005742462,0.0014772854,2.0768888889,28.598666667,0.0006499723,0.0000397202,90,0.0753823922,0.0765373588,0.0789728085,0.0001737582,0.000046622,2.8127222E-6,0.047905876,0.0230532006,0.0023933415,0,0.0072340717,0.0805864898,0.0001550472,0.0000579078,8.4671479E-6,0,0.0000256698,0.0000430927,0.0000154692,2.3850872E-6,0,7.2598253E-6,2.6814025E-6,9.1210191E-7,1.5122443E-7,0,4.6208649E-7,15.166557523,0.886752588,589.02138938,168.23046452,38.356170957,0.0002888896,0.0000773744,0.0000803159,0.0001932593,1.0403426875,0.1734916003,0.0000822759,6.075893E-6,0.0004902751,0.0038451992,0.0144744554,0.0000414059,0.014448431,0.0000111073,0.0147285459,6.7469672E-7,0.0125790976,0.0066737918,0.0001180037,0,0.0002832907,0.0142578724,0.0000373973,0.0000181181,1.6975292E-6,0,4.5983526E-6,0.0000103395,4.9666158E-6,5.0146985E-7,0,1.4137161E-6,6.6761841E-7,3.0694326E-7,3.881071E-8,0,1.0588745E-7
2022,1-Winter,ABUR,0.0052668539,0.0946395131,0.0079199337,0.0025312666,0.0027783812,0.0026102858,2.6893258427,28.886404494,0.0021215362,0.0001684471,89,0.0531303421,0.0514366811,0.0552277597,0.0003322532,0.0000845032,7.2696559E-6,0.0202712902,0.0076773987,0.0025391718,0,0.010519021,0.0410068817,0.0001301384,0.0000488443,0.0000179211,0,0.0000722927,0.0000333282,0.0000121958,4.879475E-6,0,0.0000197878,2.77724E-6,1.0612535E-6,3.6606585E-7,0,1.4699271E-6,13.794337155,1.8594089984,576.0088414,148.90015677,24.923357124,0.0009410834,0.0004332915,0.0003118014,0.0003248184,1.0482919621,0.229604851,0.000271896,0.0000269219,0.0002668584,0.0076585692,0.0078921843,0.0000661054,0.0079372143,0.0000169275,0.0080464114,1.629938E-6,0.006789013,0.0027900576,0.0001397328,0,0.0004439808,0.0074299456,0.0000511031,0.000015891,2.3854532E-6,0,8.8683362E-6,0.0000127604,4.0314722E-6,6.2639642E-7,0,2.5973392E-6,1.154153E-6,3.5261717E-7,5.9046824E-8,0,2.2198344E-7
2022,2-Spring,ABUR,0.0096998208,0.1413306452,0.0104722799,0.0031436745,0.0031982713,0.0041303341,2.5037634409,27.185913978,0.0027167754,0.0002085224,93,0.0422003503,0.0434657139,0.0401644061,0.000373187,0.0000972909,7.4055298E-6,0.0165189938,0.0065175368,0.0032438048,0,0.0102792002,0.0365595355,0.0001387301,0.0000507313,0.000031211,0,0.0000980513,0.0000343108,0.0000124331,7.860172E-6,0,0.000024701,3.0244273E-6,1.1258031E-6,6.4143906E-7,0,2.0135966E-6,13.925822607,3.3198134271,787.15884546,210.69630768,52.647535917,0.0016168707,0.0007231261,0.0004779336,0.0006530001,0.9443960844,0.2223890326,0.0004319567,0.0000400964,0.0004951007,0.013619413,0.0083261545,0.0000815984,0.0083920245,0.0000209793,0.0085370832,1.9101458E-6,0.0072877447,0.0020193668,0.0001840644,0,0.000443766,0.0076609308,0.0000604466,0.0000171436,5.0876673E-6,0,0.0000144681,0.0000149328,4.2480613E-6,1.2466996E-6,0,3.7337923E-6,1.3591078E-6,3.9276421E-7,1.2819548E-7,0,3.6927145E-7
2022,3-Summer,ABUR,0.01234319,0.1296370968,0.0095040742,0.0031557004,0.0021546923,0.0041936816,1.7948387097,34.098602151,0.0029729376,0.0001258361,93,0.0274204298,0.0286035009,0.0223587498,0.0002247285,0.0000742129,2.3123908E-6,0.008012868,0,0.0028201153,0,0.0080943114,0.0189272946,0.0000848803,0,0.000031959,0,0.0000944971,0.0000266747,0,9.8683701E-6,0,0.0000290943,1.2078794E-6,0,4.7526127E-7,0,1.4180737E-6,15.675678325,0.8547961071,766.55996624,250.30884005,90.437620364,0.0015700185,0.0007270831,0.0003490528,0.000703037,1.2122045857,0.161775712,0.0005102551,0.0000242893,0.0004902198,0.0131578517,0.0041634552,0.0000610323,0.0043067981,0.0000199095,0.004652829,9.1477164E-7,0.0031686712,0,0.0001702999,0,0.0003676678,0.0031835997,0.0000356638,0,6.1225659E-6,0,0.0000169775,0.0000115328,0,1.8700625E-6,0,5.4456398E-6,5.2312799E-7,0,1.0055829E-7,0,2.8696386E-7
2022,4-Autumn,ABUR,0.0073611111,0.1171759259,0.0131411557,0.0064460906,0.0038480425,0.0028470226,2.1525714286,28.606,0.0045717061,0.0002869022,90,0.0551050755,0.052217992,0.0576834532,0.0004158061,0.0001093196,7.3332948E-6,0.0233299711,0.005812555,0.0030652164,0,0.0105332102,0.0269758219,0.0001860807,0,0.0000413243,0,0.0001512748,0.0000516794,0,0.0000113482,0,0.0000413345,3.0227334E-6,0,6.9636216E-7,0,2.5841703E-6,15.743274629,0.9047012435,588.97858861,167.21986385,36.318883023,0.0022197713,0.0014426094,0.0006123719,0.0004593494,1.1508859516,0.2101004698,0.0008042876,0.000056985,0.0003779096,0.0123955828,0.0079247245,0.0001094403,0.0079665984,0.0000300037,0.0082546993,1.9806135E-6,0.0080652246,0.0015132917,0.0001946942,0,0.0005331433,0.0063443119,0.0001016445,0,7.8817355E-6,0,0.0000276125,0.0000284187,0,2.146662E-6,0,7.8788907E-6,1.6522671E-6,0,1.550589E-7,0,5.5812012E-7
2023,1-Winter,ABUR,0.0002574906,0.0015449438,0.0001786062,0.0000785398,0.0000887883,0.0000112781,,,,,89,,,,0,0,0,0.0579948405,0.0261564974,,,,,,,,,,,,,,,,,,,,13.33827743,3.2846044014,575.39778952,137.39500286,21.266471681,0.0000504223,0.0000287089,0.000023429,3.5801274E-6,,,,,0.0000288443,0.0002994773,,0,,0,,0,0.0235949215,0.0068098128,,,,,,,,,,,,,,,,,,,
2023,2-Spring,ABUR,0.0020833333,0.0188844086,0.0011575864,0.0001817548,0.0002549083,0.0007209234,,,,,93,,,,,,,0.0137468887,0.0078052868,,0,,,,,,,,,,,,,,,,,,13.401855875,3.4338367823,781.69904299,210.83039322,78.771894384,0.0001817167,0.0000477433,0.0000462283,0.0001520958,,,,,0.0001280746,0.0020867697,,,,,,,0.0010468565,0.0007261682,,0,,,,,,,,,,,,,,,,,
2023,3-Summer,ABUR,0.0020833333,0.0291666667,0.0019209022,0.0003812751,0.0007183779,0.0008212492,,,,,14,,,,,,,0.0186176437,0.023104906,,0,,,,,,,,,,,,,,,,,,14.759545696,1.1001872982,,,,0.000521066,0.0001364726,0.0001873809,0.0002564321,,,,,0.0002502756,0.0058746507,,,,,,,0.0033604784,0.0010549477,,0,,,,,,,,,,,,,,,,,
2002,3-Summer,AQUE,0.4918817204,9.2298924731,1.1121465769,0.5948933463,0.3457058973,0.1715473333,1.3983333333,27.10827957,0.2863717155,0.0125417009,93,0.0328915028,0.029801565,0.0280810028,0.0377126298,0.009133948,0.0003613918,0.0138479966,0.0045691092,0.003838362,0.000027613,0.0124602489,0.0347433297,0.0159827575,0.0052443715,0.0043669666,0.0000317441,0.0142414616,0.0043761004,0.0014224579,0.0011647002,8.4838448E-6,0.0038420938,0.0002346545,0.00006689,0.0000601462,3.6856316E-7,0.0002018201,,,765.17717027,217.53802474,42.275120087,0.0614946426,0.0356332713,0.0185053445,0.0093383196,0.9381154845,0.1188394577,0.0190222313,0.0013379922,0.019361337,0.4302225764,0.0029055833,0.0039302315,0.0030617987,0.0011414261,0.0035313169,0.000058502,0.0018042107,0.0019382751,0.0001697713,8.8071812E-6,0.000544603,0.0026396075,0.0022760625,0.002234122,0.0003085784,0.0000108657,0.0010038686,0.0006550439,0.0006074133,0.0000704727,2.9486086E-6,0.0003014329,0.00003891,0.0000289904,7.0236155E-6,1.3414269E-7,0.0000234962
2002,4-Autumn,AQUE,0.3111111111,5.4453888889,0.6369548545,0.3263729458,0.2031963668,0.1073855419,2.6620555556,27.613222222,0.1664795833,0.0131547709,90,0.0221022879,0.0222900651,0.0295760692,0.0172731741,0.0045184415,0.0003850769,0.0154105011,0.0034322417,0.0033657869,0.0000467275,0.0123016452,0.0345569024,0.0104210701,0.0020661978,0.0026154694,0.0000294117,0.0093637856,0.0026811794,0.0005236142,0.0006702276,7.8053994E-6,0.0024030161,0.0001832459,0.0000323932,0.0000425383,6.8389262E-7,0.0001554276,,,609.89165439,170.17234958,27.433632596,0.0429983696,0.0241544663,0.0131661255,0.0070641787,1.0489972462,0.2671541929,0.0128952191,0.0017590786,0.0144286326,0.3086941636,0.0031120342,0.0024761573,0.0031266799,0.000665912,0.0035067997,0.0000646018,0.0023644959,0.0013473656,0.0001484291,0.0000165016,0.00056056,0.0028062262,0.0018413933,0.000980502,0.0002100874,0.000010274,0.0007542389,0.0004872638,0.0002512779,0.0000476233,2.7733764E-6,0.0002104774,0.0000366733,0.0000157887,5.2683838E-6,2.7889643E-7,0.0000198756
2003,1-Winter,AQUE,0.1991573034,2.8663483146,0.2470169559,0.1049819409,0.0744885592,0.0675464558,2.5430337079,28.413651685,0.0689903804,0.0055418354,89,0.0329935446,0.03427614,0.0356775551,0.0080799785,0.0022545782,0.0001943465,0.0149071359,0.0053097503,0.00298758,0,0.0112795145,0.0344839807,0.0040899956,0.001465373,0.0007662572,0,0.0029020117,0.001061105,0.0003724321,0.0002022821,0,0.0007653076,0.0000841162,0.0000285842,0.0000160079,0,0.0000605864,12.14657779,10.428226795,594.25528981,165.97626606,30.263759616,0.0174488161,0.0093830984,0.0049698694,0.0048326043,1.0460206816,0.2060111873,0.0055456468,0.0006424494,0.0093104867,0.1646193558,0.0036752268,0.0011081758,0.0037658806,0.0003016811,0.0040363242,0.0000307672,0.0025531317,0.002226279,0.0001379826,0,0.0004739832,0.0034395495,0.0007762066,0.0005862047,0.0000604713,0,0.000216954,0.0002017051,0.000148675,0.00001426,0,0.0000610667,0.0000172139,0.000011846,1.6856473E-6,0,6.1555156E-6
2003,2-Spring,AQUE,0.2760752688,4.2355376344,0.5335045292,0.3225406078,0.1393730962,0.0715908252,3.7114516129,33.796505376,0.170298239,0.0161467586,93,0.0334657638,0.0340355246,0.0354016757,0.0157466167,0.0049069657,0.000478951,0.0092252875,0.0011329088,0.003355767,0,0.0122453082,0.0259592714,0.0044825325,0.0005491997,0.0016229956,0,0.0058909823,0.0013821462,0.0001871413,0.000506749,0,0.0018444225,0.0001322938,0.0000164219,0.0000477474,0,0.0001733415,12.588290883,9.0482683533,776.83826905,214.43784397,42.290647524,0.0347093447,0.0252438911,0.0079115299,0.0041634357,1.2295639478,0.3047303466,0.0127459408,0.0016954998,0.0108340687,0.2058441677,0.0023340043,0.0014945268,0.0025116003,0.0005037621,0.0029206068,0.0000628743,0.0014523185,0.0012168188,0.0001485986,0,0.0005457086,0.0019359724,0.0007754918,0.0005902368,0.0001304236,0,0.00046575,0.0002440498,0.0002004088,0.0000367677,0,0.000159025,0.000025161,0.0000180907,5.3897328E-6,0,0.0000197183
2003,3-Summer,AQUE,0.4429032258,6.3416666667,0.6656157219,0.3391174968,0.2115675181,0.114930707,3.5371505376,34.320698925,0.2157710484,0.0190594093,93,0.026403577,0.0271938193,0.0252913049,0.01727641,0.0057161632,0.0004845984,0.0093698045,0.0003236882,0.0031160599,0,0.0123506798,0.0251602324,0.006131547,0.0002220131,0.0020392542,0,0.0081007647,0.0019786035,0.0000688164,0.0006581863,0,0.0026178835,0.0001794752,6.0990867E-6,0.0000598987,0,0.0002374467,15.217250581,1.4512060295,755.0911972,213.26602586,41.012603891,0.0397515355,0.0248017414,0.0118742239,0.006635563,1.2921985922,0.3065692922,0.0153655887,0.0019658817,0.016300365,0.2880378328,0.0020776056,0.0016703975,0.0022148176,0.0006074761,0.002812157,0.0000700969,0.0015331559,0.0003537388,0.0001426608,0,0.0005413369,0.001633055,0.0010589501,0.00024125,0.000156027,0,0.0005943164,0.0003560033,0.0000757552,0.0000456289,0,0.0002143689,0.0000334693,6.6800937E-6,6.5605883E-6,0,0.0000257411
2003,4-Autumn,AQUE,0.3226111111,6.6563333333,0.6913589936,0.3221645585,0.2438906334,0.1253038018,2.7147777778,28.856277778,0.1882190341,0.0150141716,90,0.0255585584,0.0232085142,0.0207654589,0.0176760861,0.0046465234,0.0003436213,0.0094550813,0.0008361946,0.002909864,0,0.0122886552,0.0254897951,0.0065382854,0.0005735338,0.002012027,0,0.008496856,0.001884163,0.0001777757,0.0005831689,0,0.0024636465,0.0001523055,0.000015756,0.0000474466,0,0.00020053,15.607050303,1.0553691434,617.83875749,173.51537998,28.591645846,0.0484504464,0.0271950669,0.0162988475,0.0081700391,1.2518789144,0.3000204432,0.015823655,0.0019691919,0.0132625888,0.3495189382,0.0024832997,0.0019204611,0.0026066648,0.000585742,0.0029343064,0.0000573926,0.0018466347,0.0009138253,0.0001503014,0,0.0005906171,0.0021402102,0.0013201543,0.0006232291,0.0001669615,0,0.0006916052,0.0003915826,0.000195701,0.0000441429,0,0.0002249162,0.0000347555,0.0000172569,6.0900903E-6,0,0.0000257676
